age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;self-direction;power;universalism;achievement;security;stimulation;confromity;hedonism;benevolence;Priority
-3;0;casual;regular;none;neither;27;Female;friend;None;2;v-far;5-10 years;3;4;4;1;0.44;-2.56;1.94;-1.06;0.44;-1.06;-0.06;0.94;0.94;4
15;1;casual;occasional;you;receiving;45;Male;supervisor;Higher;0;close;<2 years;1;1;1;4;0.44;-2.56;1.94;-1.06;0.44;-1.06;-0.06;0.94;0.94;6
40;0;casual;occasional;other;giving;70;Female;neighbour;None;0;v-close;<2 years;1;2;1;3;0.44;-2.56;1.94;-1.06;0.44;-1.06;-0.06;0.94;0.94;7
20;0;work;occasional;other;giving;65;Male;supervisor;Higher;1;v-close;5-10 years;3;2;2;3;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;7
20;0;work;regular;none;neither;65;Male;supervisor;Higher;1;v-close;5-10 years;3;2;2;3;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;6
3;0;family;occasional;you;neither;48;Male;partner;None;1;v-close;>10 years;5;4;2;5;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;5
3;0;family;occasional;other;neither;48;Male;partner;None;1;v-close;>10 years;5;4;2;5;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;5
20;0;sport;regular;none;neither;65;Male;supervisor;Higher;1;v-close;5-10 years;3;2;2;3;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;7
1;0;casual;occasional;you;receiving;46;Male;other;None;-2;close;>10 years;4;1;2;1;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;1
-18;1;casual;occasional;other;giving;27;Female;friend;Higher;0;v-close;<2 years;2;1;2;4;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;5
20;0;casual;occasional;none;neither;65;Male;supervisor;Higher;1;v-close;5-10 years;3;2;2;3;1.28;0.28;-0.22;-1.22;1.28;1.28;-1.22;-1.72;0.28;5
10;0;work;occasional;other;giving;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;7
10;0;work;occasional;you;receiving;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;7
10;0;work;regular;none;neither;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;7
-10;0;family;regular;none;neither;35;Male;partner;None;2;v-close;2-5 years;2;5;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;1
10;0;casual;regular;none;neither;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;1
1;1;casual;occasional;you;receiving;46;Female;other;None;-1;v-far;>10 years;5;1;2;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;7
10;0;casual;occasional;other;giving;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;5
10;0;casual;occasional;none;neither;55;Male;supervisor;Higher;2;close;>10 years;4;3;4;1;1.33;-1.67;2.33;-1.17;1.33;-2.67;-0.67;-0.17;1.33;7
3;1;work;occasional;other;giving;37;Male;friend;None;0;far;>10 years;2;1;2;1;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;6
16;0;work;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;5
35;0;family;regular;none;neither;69;Female;parent;Higher;1;v-close;>10 years;4;4;2;1;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;5
35;0;family;occasional;other;neither;69;Female;parent;Higher;1;v-close;>10 years;4;4;2;1;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;5
16;0;sport;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;6
-1;1;sport;occasional;other;neither;33;Male;friend;None;1;v-far;>10 years;3;4;3;1;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;6
16;0;casual;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;6
3;1;casual;occasional;other;giving;37;Male;friend;None;0;far;>10 years;2;1;2;1;0.83;-1.67;0.33;-0.17;-0.17;-0.67;-1.17;0.83;1.83;6
7;0;work;occasional;you;receiving;28;Female;supervisor;Higher;1;v-close;<2 years;2;1;1;2;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;5
-4;1;family;regular;none;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;5
-4;1;family;occasional;you;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;1
-4;1;family;occasional;other;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;2
7;0;sport;regular;none;neither;28;Female;supervisor;Higher;1;v-close;<2 years;2;1;1;2;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;7
9;1;sport;occasional;other;neither;30;Male;neighbour;None;-1;v-close;<2 years;2;2;2;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;5
-1;1;casual;occasional;you;receiving;20;Male;friend;None;-2;v-far;5-10 years;4;1;1;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;7
9;1;casual;occasional;other;giving;30;Male;neighbour;None;-1;v-close;<2 years;2;2;2;1;0.22;-1.28;1.22;1.22;-0.28;-1.28;-0.28;0.72;-0.28;2
-22;1;work;occasional;other;giving;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;7
14;0;work;occasional;you;receiving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;7
-22;1;work;regular;none;neither;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;5
1;0;family;occasional;you;neither;57;Male;partner;None;0;v-close;>10 years;5;5;3;1;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;7
-24;1;sport;occasional;other;neither;32;Female;friend;None;2;v-close;>10 years;5;5;5;1;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;6
-22;1;casual;regular;none;neither;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;7
14;0;casual;occasional;you;receiving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;5
14;0;casual;occasional;other;giving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;1.17;-0.83;1.17;0.67;1.17;-2.83;1.17;-2.83;1.17;7
-1;1;work;regular;none;neither;56;Male;coWorker;None;-1;v-close;>10 years;4;5;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;7
-39;1;family;regular;none;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;7
-39;1;family;occasional;you;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;6
-39;1;family;occasional;other;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;6
-2;1;sport;regular;none;neither;55;Male;friend;None;1;v-close;>10 years;2;2;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;7
3;0;sport;occasional;other;neither;60;Female;supervisor;Higher;1;v-close;>10 years;4;5;2;3;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;6
-2;1;casual;regular;none;neither;55;Male;friend;None;1;v-close;>10 years;2;2;3;1;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;2
3;0;casual;occasional;other;giving;60;Female;supervisor;Higher;1;v-close;>10 years;4;5;2;3;1.89;-2.11;1.39;-1.61;1.89;0.39;-0.11;-1.61;-0.11;7
-4;1;work;occasional;other;giving;33;Male;friend;None;-2;v-far;>10 years;4;2;2;1;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;7
18;1;work;occasional;you;receiving;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;7
-1;0;family;occasional;you;neither;36;Female;partner;None;2;v-close;>10 years;5;5;4;1;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;6
-1;0;family;occasional;other;neither;36;Female;partner;None;2;v-close;>10 years;5;5;4;1;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;7
18;1;casual;regular;none;neither;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;6
-9;0;casual;occasional;you;receiving;28;Female;groupMember;None;1;v-close;2-5 years;2;3;3;2;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;6
18;1;casual;occasional;other;giving;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;7
-1;1;casual;occasional;none;neither;36;Male;friend;None;2;v-far;>10 years;4;3;4;1;0.44;-1.56;1.44;-0.06;0.44;-0.06;-1.56;-0.06;0.94;7
0;1;work;occasional;other;giving;28;Male;friend;None;0;v-close;<2 years;2;2;2;1;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;4
29;1;family;regular;none;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;7
29;1;family;occasional;you;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;5
29;1;family;occasional;other;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;5
-3;1;sport;regular;none;neither;25;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;2;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;5
0;1;casual;occasional;you;receiving;28;Male;other;None;-1;v-far;>10 years;2;1;2;1;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;4
-3;1;casual;occasional;other;giving;25;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;2;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;4
0;1;casual;occasional;none;neither;28;Male;friend;None;0;v-close;<2 years;2;2;2;1;0.89;-1.11;0.39;-0.11;0.39;1.39;-0.61;0.39;-1.61;5
-4;1;work;occasional;you;receiving;37;Female;supervisor;Higher;2;v-close;>10 years;4;3;3;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
-4;1;work;regular;none;neither;37;Female;supervisor;Higher;2;v-close;>10 years;4;3;3;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
0;0;family;occasional;you;neither;41;Male;partner;None;2;v-close;>10 years;2;5;4;2;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;1
0;0;family;occasional;other;neither;41;Male;partner;None;2;v-close;>10 years;2;5;4;2;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
1;1;sport;occasional;other;neither;42;Female;other;None;-1;v-close;>10 years;5;2;5;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
-5;1;casual;regular;none;neither;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;1
-5;1;casual;occasional;you;receiving;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
-5;1;casual;occasional;other;giving;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;0.28;-3.22;0.78;0.78;1.28;0.28;-0.22;-1.22;1.28;7
9;0;work;occasional;other;giving;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;6
9;0;work;regular;none;neither;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;4
-6;1;family;occasional;you;neither;15;Male;sibling;Lower;0;v-close;>10 years;3;4;3;1;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;5
-6;1;family;occasional;other;neither;15;Male;sibling;Lower;0;v-close;>10 years;3;4;3;1;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;3
2;1;sport;regular;none;neither;23;Male;friend;None;-1;v-far;2-5 years;3;2;2;1;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;6
2;1;sport;occasional;other;neither;23;Male;friend;None;-1;v-far;2-5 years;3;2;2;1;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;7
-4;1;casual;occasional;you;receiving;17;Male;groupMember;None;0;v-far;5-10 years;1;1;2;1;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;1
9;0;casual;occasional;none;neither;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;0.78;-2.22;1.78;0.78;0.28;-2.22;-1.72;0.78;1.78;2
-10;0;work;occasional;you;receiving;55;Female;supervisor;Higher;1;v-close;>10 years;2;1;2;3;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;7
-23;0;work;regular;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;7
1;0;family;occasional;you;neither;66;Female;partner;None;2;v-close;>10 years;5;5;4;5;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;4
1;0;family;occasional;other;neither;66;Female;partner;None;2;v-close;>10 years;5;5;4;5;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;6
-23;0;sport;regular;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;7
4;1;sport;occasional;other;neither;69;Male;friend;Lower;2;v-close;>10 years;4;1;4;3;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;6
-23;0;casual;occasional;other;giving;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;5
-23;0;casual;occasional;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;-0.44;0.06;0.06;0.06;-0.44;0.06;0.56;0.56;-0.44;7
13;1;work;occasional;other;giving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;5
13;1;work;occasional;you;receiving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;6
33;0;family;regular;none;neither;55;Male;parent;None;2;v-close;>10 years;4;4;3;1;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;5
33;0;family;occasional;you;neither;55;Male;parent;None;2;v-close;>10 years;4;4;3;1;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;4
13;1;casual;regular;none;neither;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;4
1;0;casual;occasional;you;receiving;23;Male;other;None;-2;close;2-5 years;4;1;3;1;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;6
13;1;casual;occasional;other;giving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;6
13;1;casual;occasional;none;neither;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;-0.22;0.78;-0.22;-0.22;-0.22;-0.22;-0.22;0.28;0.28;5
10;0;work;occasional;other;giving;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;5
10;0;work;occasional;you;receiving;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;7
10;0;work;regular;none;neither;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;5
-5;0;family;regular;none;neither;19;Female;sibling;None;1;far;>10 years;5;3;2;1;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;6
-4;0;sport;regular;none;neither;20;Female;groupMember;None;-1;v-far;<2 years;2;1;2;1;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;7
10;0;sport;occasional;other;neither;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;6
-4;0;casual;occasional;you;receiving;20;Female;groupMember;None;-1;v-far;<2 years;2;1;2;1;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;1
-2;0;casual;occasional;other;giving;22;Male;friend;None;2;v-far;2-5 years;5;3;4;1;0;-2.5;1.5;-2;-0.5;-1;1;1.5;2;6
12;1;work;occasional;other;giving;49;Female;friend;None;2;v-close;5-10 years;5;4;4;1;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
3;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
3;0;work;regular;none;neither;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
2;0;family;regular;none;neither;39;Male;partner;None;2;v-close;2-5 years;5;5;5;2;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;6
12;1;sport;regular;none;neither;49;Female;friend;None;2;v-close;5-10 years;5;4;4;1;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
-6;1;sport;occasional;other;neither;31;Female;friend;None;1;v-close;<2 years;1;1;2;2;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
3;0;casual;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;3
-6;1;casual;occasional;none;neither;31;Female;friend;None;1;v-close;<2 years;1;1;2;2;-0.22;-0.72;1.28;-0.72;0.28;-1.22;-0.72;0.28;1.78;7
1;1;work;occasional;other;giving;23;Male;friend;None;1;v-close;5-10 years;5;2;4;1;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;1
16;0;work;occasional;you;receiving;38;Female;supervisor;Higher;0;v-close;<2 years;1;1;1;4;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;1
38;0;family;regular;none;neither;60;Female;parent;Higher;1;v-close;>10 years;5;4;2;2;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;6
38;0;family;occasional;other;neither;60;Female;parent;Higher;1;v-close;>10 years;5;4;2;2;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;5
3;1;casual;regular;none;neither;25;Male;friend;None;-1;v-close;<2 years;2;2;2;1;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;3
3;1;casual;occasional;you;receiving;25;Male;friend;None;-1;v-close;<2 years;2;2;2;1;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;1
16;0;casual;occasional;other;giving;38;Female;supervisor;Higher;0;v-close;<2 years;1;1;1;4;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;1
1;1;casual;occasional;none;neither;23;Male;friend;None;0;close;<2 years;2;1;2;2;0.67;-1.33;0.67;0.67;-0.83;-0.33;-0.33;1.17;-0.33;1
7;1;work;occasional;other;giving;35;Female;friend;None;0;v-close;<2 years;2;2;4;2;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;5
10;0;work;regular;none;neither;38;Male;supervisor;Higher;1;v-close;<2 years;3;3;3;3;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;5
-2;0;family;regular;none;neither;26;Male;sibling;None;1;far;>10 years;5;4;3;4;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;7
-2;0;family;occasional;you;neither;26;Male;sibling;None;1;far;>10 years;5;4;3;4;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;4
-5;1;sport;regular;none;neither;23;Female;friend;None;2;far;2-5 years;5;5;5;5;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;7
7;1;sport;occasional;other;neither;35;Female;friend;None;0;v-close;<2 years;2;2;4;2;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;5
-5;1;casual;occasional;other;giving;23;Female;friend;None;2;far;2-5 years;5;5;5;5;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;1
10;0;casual;occasional;none;neither;38;Male;supervisor;Higher;1;v-close;<2 years;3;3;3;3;0.22;-0.78;0.22;0.22;0.22;0.22;0.22;-0.78;0.22;7
25;1;work;occasional;other;giving;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;7
25;1;work;regular;none;neither;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;6
-3;0;family;regular;none;neither;22;Male;sibling;None;1;v-close;>10 years;5;4;3;1;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;6
-3;0;family;occasional;other;neither;22;Male;sibling;None;1;v-close;>10 years;5;4;3;1;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;5
-4;1;sport;regular;none;neither;21;Female;friend;None;1;v-close;<2 years;2;2;2;3;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;6
25;1;casual;regular;none;neither;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;3
-3;0;casual;occasional;you;receiving;22;Other;friend;None;2;close;2-5 years;4;4;4;1;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;5
-4;1;casual;occasional;none;neither;21;Female;friend;None;1;v-close;<2 years;2;2;2;3;1.5;-1.5;0.5;0.5;-1;1;-1;-0.5;0.5;3
1;1;work;occasional;you;receiving;26;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;3;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;7
1;1;work;regular;none;neither;26;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;3;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;7
8;1;family;regular;none;neither;33;Female;sibling;Higher;2;v-close;>10 years;5;5;5;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;7
8;1;family;occasional;other;neither;33;Female;sibling;Higher;2;v-close;>10 years;5;5;5;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;2
1;1;sport;regular;none;neither;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;7
0;1;casual;regular;none;neither;25;Female;friend;None;1;v-close;5-10 years;4;4;5;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;6
1;1;casual;occasional;other;giving;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;5
1;1;casual;occasional;none;neither;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;-0.83;0.17;1.17;-0.83;1.17;1.17;-1.83;-0.33;0.17;3
-15;0;work;occasional;other;giving;22;Female;other;None;1;v-close;<2 years;2;2;2;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
35;1;family;regular;none;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
35;1;family;occasional;you;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
35;1;family;occasional;other;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;1
-15;0;sport;occasional;other;neither;22;Female;other;None;1;v-close;<2 years;2;2;2;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
8;1;casual;regular;none;neither;45;Male;supervisor;Higher;0;v-close;5-10 years;2;2;3;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
3;1;casual;occasional;you;receiving;40;Male;friend;None;2;v-far;>10 years;4;4;4;1;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
8;1;casual;occasional;none;neither;45;Male;supervisor;Higher;0;v-close;5-10 years;2;2;3;3;1.44;-1.06;0.94;0.44;0.94;-0.06;-3.56;-0.56;1.44;7
4;1;work;occasional;other;giving;38;Male;groupMember;None;-1;v-far;5-10 years;3;2;3;2;-0.33;-0.33;0.67;0.67;0.17;-0.33;-0.33;-0.33;0.17;5
7;1;family;regular;none;neither;41;Male;sibling;None;1;close;>10 years;4;3;3;2;-0.33;-0.33;0.67;0.67;0.17;-0.33;-0.33;-0.33;0.17;6
